id,project,commit,method,source class,target class
12648,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,reset,org.apache.hadoop.mapreduce.task.reduce.InMemoryReader,org.apache.hadoop.io.DataInputBuffer
12649,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,thresholdRuntime,org.apache.hadoop.mapreduce.v2.app.speculate.StartEndTimesBase,org.apache.hadoop.mapreduce.v2.api.records.TaskId
12650,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,setup,org.apache.hadoop.mapreduce.lib.aggregate.ValueAggregatorMapper,org.apache.hadoop.mapreduce.lib.aggregate.ValueAggregatorJobBase
12651,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,getDefaultExtension,org.apache.hadoop.io.compress.DefaultCodec,org.apache.hadoop.io.compress.CodecConstants
12652,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,DeprecatedQueueConfigurationParser,org.apache.hadoop.mapred.DeprecatedQueueConfigurationParser,org.apache.hadoop.mapred.Queue
12653,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,readCheckpointTime,org.apache.hadoop.hdfs.server.namenode.FSImagePreTransactionalStorageInspector,org.apache.hadoop.hdfs.server.namenode.NNStorage
12654,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,buildGetPoliciesConfigurationsCacheRequest,org.apache.hadoop.yarn.server.federation.utils.FederationStateStoreFacade,org.apache.hadoop.yarn.server.federation.store.records.GetSubClusterPoliciesConfigurationsRequest
12655,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,convertToProtoFormat,org.apache.hadoop.yarn.api.protocolrecords.impl.pb.ReservationListResponsePBImpl,org.apache.hadoop.yarn.api.records.impl.pb.ReservationAllocationStatePBImpl
12656,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,serviceInit,org.apache.hadoop.yarn.server.nodemanager.containermanager.localizer.sharedcache.SharedCacheUploadService,org.apache.hadoop.conf.Configuration
12657,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,serviceStart,org.apache.hadoop.mapreduce.v2.hs.HistoryClientService,org.apache.hadoop.conf.Configuration
12658,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,fork,org.apache.hadoop.hdfs.server.namenode.FSTreeWalk.FSTreeIterator,org.apache.hadoop.hdfs.server.namenode.TreeWalk.TreeIterator
12659,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,getKind,org.apache.hadoop.hdfs.security.token.delegation.DelegationTokenIdentifier.SWebHdfsDelegationTokenIdentifier,org.apache.hadoop.hdfs.web.WebHdfsConstants
12660,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,doFilter,org.apache.hadoop.yarn.server.timelineservice.reader.security.TimelineReaderWhitelistAuthorizationFilter,org.apache.hadoop.security.authorize.AccessControlList
12661,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,NodeLabelInfo,org.apache.hadoop.yarn.server.resourcemanager.webapp.dao.NodeLabelInfo,org.apache.hadoop.yarn.api.records.NodeLabel
12662,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,addResolvedRsrcPath,org.apache.hadoop.yarn.service.provider.ProviderService.ResolvedLaunchParams,org.apache.hadoop.util.Preconditions
12663,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,handle,org.apache.hadoop.yarn.sls.resourcemanager.MockAMLauncher,org.apache.hadoop.yarn.event.AbstractEvent
12664,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,read,org.apache.hadoop.io.file.tfile.BoundedRangeFileInputStream,org.apache.hadoop.fs.FSDataInputStream
12665,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,render,org.apache.hadoop.yarn.server.resourcemanager.webapp.RMAppLogAggregationStatusBlock,org.apache.hadoop.yarn.api.records.NodeId
12666,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,write,org.apache.hadoop.mapred.ReduceTaskStatus,org.apache.hadoop.mapreduce.TaskAttemptID
12667,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,commonPreHead,org.apache.hadoop.yarn.server.nodemanager.webapp.NMView,org.apache.hadoop.yarn.webapp.View
12668,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,traverseDir,org.apache.hadoop.hdfs.server.namenode.FSTreeTraverser,org.apache.hadoop.hdfs.server.namenode.INode
12669,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,read,org.apache.hadoop.fs.swift.http.HttpInputStreamWithRelease,org.apache.hadoop.fs.swift.util.SwiftUtils
12670,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,getMountPoints,org.apache.hadoop.hdfs.server.federation.resolver.FileSubclusterResolver,org.apache.hadoop.fs.Path
12671,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,ErasureEncoder,org.apache.hadoop.io.erasurecode.coder.ErasureEncoder,org.apache.hadoop.io.erasurecode.ErasureCoderOptions
12672,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,getLatestConfigPath,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity.conf.FSSchedulerConfigurationStore,org.apache.hadoop.fs.FileStatus
12673,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,Name,org.apache.hadoop.fs.shell.find.Name,org.apache.hadoop.fs.shell.find.BaseExpression
12674,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,init,org.apache.hadoop.mapred.nativetask.Platforms,org.apache.hadoop.mapred.nativetask.Platform
12675,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,computeContentSummary,org.apache.hadoop.hdfs.server.namenode.INodeSymlink,org.apache.hadoop.hdfs.server.namenode.ContentSummaryComputationContext
12676,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,transition,org.apache.hadoop.yarn.service.ServiceManager.StartUpgradeTransition,org.apache.hadoop.yarn.service.ServiceManager
12677,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,getXAttrName,org.apache.hadoop.hdfs.web.resources.XAttrNameParam,org.apache.hadoop.hdfs.web.resources.Param
12678,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,processPath,org.apache.hadoop.fs.shell.find.Find,org.apache.hadoop.fs.shell.find.FindOptions
12679,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,LoggedNetworkTopology,org.apache.hadoop.tools.rumen.LoggedNetworkTopology,org.apache.hadoop.tools.rumen.ParsedHost
12680,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,serviceInit,org.apache.hadoop.yarn.server.resourcemanager.rmapp.attempt.AMLivelinessMonitor,org.apache.hadoop.yarn.conf.YarnConfiguration
12681,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,addUpdateThreadRunDuration,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair.FSOpDurations,org.apache.hadoop.metrics2.lib.MutableStat
12682,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,getProgress,org.apache.hadoop.mapreduce.task.TaskAttemptContextImpl,org.apache.hadoop.mapreduce.StatusReporter
12683,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,hasCommittedTxId,org.apache.hadoop.hdfs.qjournal.protocol.RequestInfo,org.apache.hadoop.hdfs.server.common.HdfsServerConstants
12684,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,run,org.apache.hadoop.fs.azure.SelfRenewingLease.Renewer,org.apache.hadoop.fs.azure.SelfRenewingLease
12685,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,queueToDelete,org.apache.hadoop.fs.s3a.impl.RenameOperation,org.apache.hadoop.fs.s3a.impl.DirMarkerTracker.Marker
12686,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,OBSFileStatus,org.apache.hadoop.fs.obs.OBSFileStatus,org.apache.hadoop.fs.FileStatus
12687,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,AMRMClientRelayer,org.apache.hadoop.yarn.server.AMRMClientRelayer,org.apache.hadoop.yarn.server.metrics.AMRMClientRelayerMetrics
12688,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,fromString,org.apache.hadoop.tools.rumen.datatypes.util.MapReduceJobPropertiesParser,org.apache.hadoop.mapreduce.MRJobConfig
12689,apache/hadoop,b35b744670f5a760e6a3d1433bcf4f65a2fcd64b,createTimelineEntityFilters,org.apache.hadoop.yarn.server.timelineservice.reader.TimelineReaderWebServicesUtils,org.apache.hadoop.yarn.server.timelineservice.reader.TimelineEntityFilters.Builder
12690,pinpoint-apm/pinpoint,bd92558f1241926e7c0b2f5cac4197c570569244,doInAfterTrace,com.navercorp.pinpoint.plugin.commons.dbcp.interceptor.DataSourceGetConnectionInterceptor,com.navercorp.pinpoint.bootstrap.interceptor.SpanEventSimpleAroundInterceptorForPlugin
12691,pinpoint-apm/pinpoint,bd92558f1241926e7c0b2f5cac4197c570569244,addResponseTime,com.navercorp.pinpoint.web.vo.ResponseTime,com.navercorp.pinpoint.web.applicationmap.histogram.Histogram
12692,pinpoint-apm/pinpoint,bd92558f1241926e7c0b2f5cac4197c570569244,sampleDataPoints,com.navercorp.pinpoint.web.mapper.stat.sampling.sampler.JoinResponseTimeSampler,com.navercorp.pinpoint.common.server.bo.stat.join.JoinResponseTimeBo
12693,pinpoint-apm/pinpoint,bd92558f1241926e7c0b2f5cac4197c570569244,lookupPlatformOrBootstrapClassLoader,com.navercorp.pinpoint.bootstrap.util.PlatformClassLoaderUtils,com.navercorp.pinpoint.common.util.JvmUtils
12694,pinpoint-apm/pinpoint,bd92558f1241926e7c0b2f5cac4197c570569244,setup,com.navercorp.pinpoint.plugin.fastjson.FastjsonPlugin,com.navercorp.pinpoint.bootstrap.instrument.transformer.TransformTemplate
12695,pinpoint-apm/pinpoint,bd92558f1241926e7c0b2f5cac4197c570569244,newChartBuilder,com.navercorp.pinpoint.web.vo.stat.chart.agent.TotalThreadCountChart,com.navercorp.pinpoint.web.vo.stat.SampledTotalThreadCount
12696,pinpoint-apm/pinpoint,bd92558f1241926e7c0b2f5cac4197c570569244,awaitOpen,com.navercorp.pinpoint.rpc.stream.AbstractStreamChannel,com.navercorp.pinpoint.rpc.stream.StreamChannelState
12697,pinpoint-apm/pinpoint,bd92558f1241926e7c0b2f5cac4197c570569244,getService,com.navercorp.pinpoint.profiler.receiver.DefaultProfilerCommandServiceLocator,com.navercorp.pinpoint.common.util.apache.IntHashMap
12698,pinpoint-apm/pinpoint,bd92558f1241926e7c0b2f5cac4197c570569244,get,com.navercorp.pinpoint.profiler.context.provider.stat.response.ResponseTimeMetricCollectorProvider,com.navercorp.pinpoint.profiler.monitor.metric.response.ResponseTimeMetric
12699,pinpoint-apm/pinpoint,bd92558f1241926e7c0b2f5cac4197c570569244,finish,com.navercorp.pinpoint.profiler.context.SpanAsyncStateListener,com.navercorp.pinpoint.profiler.context.Span
12700,pinpoint-apm/pinpoint,bd92558f1241926e7c0b2f5cac4197c570569244,processEnvironment,com.navercorp.pinpoint.common.server.profile.PinpointProfileEnvironment,com.navercorp.pinpoint.common.server.util.ServerBootLogger
12701,pinpoint-apm/pinpoint,bd92558f1241926e7c0b2f5cac4197c570569244,insert,com.navercorp.pinpoint.collector.dao.hbase.HbaseApiMetaDataDao,com.navercorp.pinpoint.common.hbase.HbaseColumnFamily.ApiMetadata
12702,keycloak/keycloak,0c7a8c868459e02d59df731fa8eb4fa666c9600b,clickCreateCondition,org.keycloak.testsuite.console.page.realm.clientpolicies.ClientPolicy.ConditionsTable,org.keycloak.testsuite.console.page.fragment.DataTable
12703,keycloak/keycloak,0c7a8c868459e02d59df731fa8eb4fa666c9600b,oidcHash,org.keycloak.jose.jws.crypto.HashUtils,org.keycloak.crypto.JavaAlgorithm
12704,keycloak/keycloak,0c7a8c868459e02d59df731fa8eb4fa666c9600b,getAttributes,org.keycloak.userprofile.UserProfileAttributeValidationContext,org.keycloak.userprofile.AttributeContext
12705,keycloak/keycloak,0c7a8c868459e02d59df731fa8eb4fa666c9600b,configureContextualData,org.keycloak.quarkus.runtime.integration.web.QuarkusRequestFilter,org.keycloak.common.util.Resteasy
12706,keycloak/keycloak,0c7a8c868459e02d59df731fa8eb4fa666c9600b,getAuthRoot,org.keycloak.testsuite.auth.page.AuthServer,org.keycloak.testsuite.page.AbstractPage
12707,keycloak/keycloak,0c7a8c868459e02d59df731fa8eb4fa666c9600b,existsError,org.keycloak.theme.beans.MessagesPerFieldBean,org.keycloak.theme.beans.MessageBean
12708,keycloak/keycloak,0c7a8c868459e02d59df731fa8eb4fa666c9600b,createJaasConfiguration,org.keycloak.federation.kerberos.impl.KerberosServerSubjectAuthenticator,org.keycloak.common.util.KerberosJdkProvider
12709,keycloak/keycloak,0c7a8c868459e02d59df731fa8eb4fa666c9600b,devProfileNotAllowedError,org.keycloak.quarkus.runtime.cli.command.Start,org.keycloak.quarkus.runtime.cli.command.AbstractCommand
12710,keycloak/keycloak,0c7a8c868459e02d59df731fa8eb4fa666c9600b,getPropertyOverrides,org.keycloak.testsuite.JsonConfigProviderFactory,org.keycloak.util.JsonSerialization
12711,keycloak/keycloak,0c7a8c868459e02d59df731fa8eb4fa666c9600b,getProviderId,org.keycloak.services.clientpolicy.executor.ConfidentialClientAcceptExecutor,org.keycloak.services.clientpolicy.executor.ConfidentialClientAcceptExecutorFactory
12712,keycloak/keycloak,0c7a8c868459e02d59df731fa8eb4fa666c9600b,setUserId,org.keycloak.storage.jpa.entity.FederatedUserRoleMappingEntity,org.keycloak.storage.jpa.KeyUtils
12713,keycloak/keycloak,0c7a8c868459e02d59df731fa8eb4fa666c9600b,setUserId,org.keycloak.storage.jpa.entity.FederatedUserRequiredActionEntity,org.keycloak.storage.jpa.KeyUtils
12714,keycloak/keycloak,0c7a8c868459e02d59df731fa8eb4fa666c9600b,generateStatementsImpl,org.keycloak.connections.jpa.updater.liquibase.custom.JpaUpdate1_9_0_Final,org.keycloak.connections.jpa.updater.liquibase.custom.CustomKeycloakTask
12715,keycloak/keycloak,0c7a8c868459e02d59df731fa8eb4fa666c9600b,createConditions,org.keycloak.saml.processing.core.saml.v2.factories.SAMLAssertionFactory,org.keycloak.dom.saml.v2.assertion.ConditionsType
12716,keycloak/keycloak,0c7a8c868459e02d59df731fa8eb4fa666c9600b,logoutHttpSessions,org.keycloak.adapters.undertow.SessionManagementBridge,org.keycloak.adapters.undertow.UndertowUserSessionManagement
12717,keycloak/keycloak,0c7a8c868459e02d59df731fa8eb4fa666c9600b,process,org.keycloak.testsuite.arquillian.remote.container.RemoteDeploymentArchiveProcessor,org.keycloak.testsuite.utils.arquillian.DeploymentArchiveProcessorUtils
12718,keycloak/keycloak,0c7a8c868459e02d59df731fa8eb4fa666c9600b,removeAttribute,org.keycloak.authorization.jpa.store.ResourceAdapter,org.keycloak.authorization.jpa.entities.ResourceAttributeEntity
12719,keycloak/keycloak,0c7a8c868459e02d59df731fa8eb4fa666c9600b,createDisplay,org.keycloak.authentication.authenticators.browser.UsernameFormFactory,org.keycloak.OAuth2Constants
12720,antlr/antlr4,f25a4f6275ed259c6a155eafcd0cb1a5252dde13,Recognizer,org.antlr.v4.codegen.model.Recognizer,org.antlr.v4.codegen.CodeGenerator
12721,antlr/antlr4,f25a4f6275ed259c6a155eafcd0cb1a5252dde13,getStringLiteralAliasesFromLexerRules,org.antlr.v4.tool.Grammar,org.antlr.v4.tool.ast.GrammarAST
12722,antlr/antlr4,f25a4f6275ed259c6a155eafcd0cb1a5252dde13,equals,org.antlr.v4.runtime.dfa.DFAState,org.antlr.v4.runtime.atn.ATNConfigSet
12723,antlr/antlr4,f25a4f6275ed259c6a155eafcd0cb1a5252dde13,CommonToken,org.antlr.v4.runtime.CommonToken,org.antlr.v4.runtime.misc.Pair
12724,antlr/antlr4,f25a4f6275ed259c6a155eafcd0cb1a5252dde13,MatchToken,org.antlr.v4.codegen.model.MatchToken,org.antlr.v4.codegen.Target
12725,antlr/antlr4,f25a4f6275ed259c6a155eafcd0cb1a5252dde13,loadImportedGrammar,org.antlr.v4.Tool,org.antlr.v4.tool.ast.GrammarRootAST
12726,antlr/antlr4,f25a4f6275ed259c6a155eafcd0cb1a5252dde13,LeftRecursiveRuleFunction,org.antlr.v4.codegen.model.LeftRecursiveRuleFunction,org.antlr.v4.codegen.model.decl.StructDecl
12727,OpenAPITools/openapi-generator,f92f8f1e58c59a429295509d8c5df32b100cde22,tags,org.openapitools.client.api.PetApi.FindPetsByTagsQueryParams,org.openapitools.client.EncodingUtils
12728,OpenAPITools/openapi-generator,f92f8f1e58c59a429295509d8c5df32b100cde22,status,org.openapitools.client.api.PetApi.FindPetsByStatusQueryParams,org.openapitools.client.EncodingUtils
12729,OpenAPITools/openapi-generator,f92f8f1e58c59a429295509d8c5df32b100cde22,fromJson,org.openapitools.client.model.FormatTest,org.openapitools.client.JSON
12730,OpenAPITools/openapi-generator,f92f8f1e58c59a429295509d8c5df32b100cde22,addApi_keyAuthentication,org.openapitools.client.ApiClient.AuthInfo,org.openapitools.client.auth.ApiKeyAuth
12731,OpenAPITools/openapi-generator,f92f8f1e58c59a429295509d8c5df32b100cde22,getInventoryWithHttpInfo,org.openapitools.client.api.StoreApi,org.openapitools.client.ApiClient
12732,OpenAPITools/openapi-generator,f92f8f1e58c59a429295509d8c5df32b100cde22,CSharpDotNet2ClientCodegen,org.openapitools.codegen.languages.CSharpDotNet2ClientCodegen,org.openapitools.codegen.CodegenConstants
12733,OpenAPITools/openapi-generator,f92f8f1e58c59a429295509d8c5df32b100cde22,isImportAlreadyPresentInModel,org.openapitools.codegen.languages.ProtobufSchemaCodegen,org.openapitools.codegen.CodegenModel
12734,OpenAPITools/openapi-generator,f92f8f1e58c59a429295509d8c5df32b100cde22,toJson,org.openapitools.client.model.AdditionalPropertiesClass,org.openapitools.client.JSON
12735,OpenAPITools/openapi-generator,f92f8f1e58c59a429295509d8c5df32b100cde22,toJson,org.openapitools.client.model.ModelList,org.openapitools.client.JSON
12736,OpenAPITools/openapi-generator,f92f8f1e58c59a429295509d8c5df32b100cde22,toString,org.openapitools.codegen.SupportingFile,org.openapitools.codegen.api.TemplateDefinition
12737,OpenAPITools/openapi-generator,f92f8f1e58c59a429295509d8c5df32b100cde22,create,org.openapitools.client.model.ScaleneTriangle.CustomTypeAdapterFactory,org.openapitools.client.model.ScaleneTriangle
12738,OpenAPITools/openapi-generator,f92f8f1e58c59a429295509d8c5df32b100cde22,create,org.openapitools.client.model.ModelApiResponse.CustomTypeAdapterFactory,org.openapitools.client.model.ModelApiResponse
12739,OpenAPITools/openapi-generator,f92f8f1e58c59a429295509d8c5df32b100cde22,addUserClassnameToOperations,org.openapitools.codegen.languages.PhpSlim4ServerCodegen,org.openapitools.codegen.model.OperationMap
12740,OpenAPITools/openapi-generator,f92f8f1e58c59a429295509d8c5df32b100cde22,Fail,org.openapitools.codegen.validation.ValidationRule.Fail,org.openapitools.codegen.validation.ValidationRule.Result
12741,OpenAPITools/openapi-generator,f92f8f1e58c59a429295509d8c5df32b100cde22,toJson,org.openapitools.client.model.Cat,org.openapitools.client.JSON
12742,OpenAPITools/openapi-generator,f92f8f1e58c59a429295509d8c5df32b100cde22,getTypeDeclaration,org.openapitools.codegen.languages.AbstractPythonCodegen,org.openapitools.codegen.DefaultCodegen
12743,OpenAPITools/openapi-generator,f92f8f1e58c59a429295509d8c5df32b100cde22,create,org.openapitools.client.model.OuterComposite.CustomTypeAdapterFactory,org.openapitools.client.model.OuterComposite
12744,OpenAPITools/openapi-generator,f92f8f1e58c59a429295509d8c5df32b100cde22,call123testSpecialTags,org.openapitools.api.AnotherFakeApi,org.openapitools.api.AnotherFakeApiService
12745,OpenAPITools/openapi-generator,f92f8f1e58c59a429295509d8c5df32b100cde22,appendObjectValue,org.openapitools.codegen.languages.JavaCXFExtServerCodegen,org.openapitools.codegen.languages.AbstractJavaCodegen
12746,OpenAPITools/openapi-generator,f92f8f1e58c59a429295509d8c5df32b100cde22,fromJson,org.openapitools.client.model.Fruit,org.openapitools.client.JSON
12747,OpenAPITools/openapi-generator,f92f8f1e58c59a429295509d8c5df32b100cde22,fakeOuterCompositeSerialize,org.openapitools.api.FakeApi,org.openapitools.api.FakeApiService
12748,OpenAPITools/openapi-generator,f92f8f1e58c59a429295509d8c5df32b100cde22,fooGetRequestCreation,org.openapitools.client.api.DefaultApi,org.openapitools.client.ApiClient
12749,OpenAPITools/openapi-generator,f92f8f1e58c59a429295509d8c5df32b100cde22,placeOrder,org.openapitools.client.api.StoreApi,org.openapitools.client.ApiResponse
12750,Netflix/zuul,1ca3d53db01a6f4af5613a88b93064fb57bea31d,shouldFilter,com.netflix.zuul.filters.common.SurgicalDebugFilter,com.netflix.zuul.constants.ZuulConstants
12751,GoogleContainerTools/jib,ed422186daaaa3d8ed1ea0d1db573c88d8937470,retrieve,com.google.cloud.tools.jib.registry.credentials.DockerCredentialHelper,com.google.cloud.tools.jib.api.Credential
12752,GoogleContainerTools/jib,ed422186daaaa3d8ed1ea0d1db573c88d8937470,execute,com.google.cloud.tools.jib.maven.BuildDockerMojo,com.google.cloud.tools.jib.api.InvalidImageReferenceException
12753,GoogleContainerTools/jib,ed422186daaaa3d8ed1ea0d1db573c88d8937470,readConfig,com.google.cloud.tools.jib.plugins.common.globalconfig.GlobalConfig,com.google.cloud.tools.jib.json.JsonTemplateMapper
12754,GoogleContainerTools/jib,ed422186daaaa3d8ed1ea0d1db573c88d8937470,call,com.google.cloud.tools.jib.builder.steps.PushBlobStep,com.google.cloud.tools.jib.configuration.BuildContext
12755,GoogleContainerTools/jib,ed422186daaaa3d8ed1ea0d1db573c88d8937470,finishUpdateChecker,com.google.cloud.tools.jib.gradle.TaskCommon,com.google.cloud.tools.jib.api.LogEvent
12756,GoogleContainerTools/jib,ed422186daaaa3d8ed1ea0d1db573c88d8937470,preserveModificationTimes,com.google.cloud.tools.jib.tar.TarExtractor,com.google.cloud.tools.jib.filesystem.DirectoryWalker
12757,GoogleContainerTools/jib,ed422186daaaa3d8ed1ea0d1db573c88d8937470,writeTo,com.google.cloud.tools.jib.blob.JsonBlob,com.google.cloud.tools.jib.hash.Digests
12758,apache/druid,63a993c33a306c40b92738cbe46b09749103304f,shutdown,org.apache.druid.curator.CuratorModule,org.apache.druid.java.util.common.logger.Logger
12759,apache/druid,63a993c33a306c40b92738cbe46b09749103304f,getFilter,org.apache.druid.security.pac4j.Pac4jAuthenticator,org.apache.druid.security.pac4j.Pac4jCommonConfig
12760,apache/druid,63a993c33a306c40b92738cbe46b09749103304f,addAll,org.apache.druid.segment.column.RowSignature.Builder,org.apache.druid.segment.column.RowSignature
12761,apache/druid,63a993c33a306c40b92738cbe46b09749103304f,withEncoding,org.apache.druid.testing.clients.QueryResourceTestClient,org.apache.druid.testing.clients.AbstractQueryResourceTestClient
12762,apache/druid,63a993c33a306c40b92738cbe46b09749103304f,getFinalDimensionList,org.apache.druid.data.input.kafkainput.KafkaInputReader,org.apache.druid.data.input.InputRowSchema
12763,thingsboard/thingsboard,0567a733a0bfff94fd9d79415a127c7fb5a5e060,isSameData,org.thingsboard.server.dao.service.DataValidator,org.thingsboard.server.common.data.id.IdBased
12764,thingsboard/thingsboard,0567a733a0bfff94fd9d79415a127c7fb5a5e060,getLwM2MClientOtaInfo,org.thingsboard.server.transport.lwm2m.server.store.TbLwM2mRedisClientOtaInfoStore,org.thingsboard.common.util.JacksonUtil
12765,thingsboard/thingsboard,0567a733a0bfff94fd9d79415a127c7fb5a5e060,getShortCustomerInfoById,org.thingsboard.server.controller.CustomerController,org.thingsboard.server.controller.BaseController
12766,thingsboard/thingsboard,0567a733a0bfff94fd9d79415a127c7fb5a5e060,onMsg,org.thingsboard.rule.engine.rpc.TbSendRPCReplyNode,org.thingsboard.rule.engine.rpc.TbSendRpcReplyNodeConfiguration
12767,realm/realm-java,04ff1c9881e99c06b15eb5e2c227f8f45f256810,Realm,io.realm.Realm,io.realm.RealmConfiguration
12768,realm/realm-java,04ff1c9881e99c06b15eb5e2c227f8f45f256810,hashCode,io.realm.RealmConfiguration,io.realm.internal.RealmProxyMediator
12769,realm/realm-java,04ff1c9881e99c06b15eb5e2c227f8f45f256810,callback_with_relevant_commit_realmresults_sync,io.realm.TypeBasedNotificationsTests,io.realm.RealmQuery
12770,realm/realm-java,04ff1c9881e99c06b15eb5e2c227f8f45f256810,handleItem,io.realm.RealmAnyNativeFunctionsImpl,io.realm.RealmAny
12771,realm/realm-java,04ff1c9881e99c06b15eb5e2c227f8f45f256810,remove,io.realm.internal.ObserverPairList,io.realm.internal.ObserverPairList.ObserverPair
12772,Netflix/eureka,ed0da19ca1c049c87e3dbf75b6015c1861d5c2d0,primeAwsReplicas,com.netflix.eureka.registry.PeerAwareInstanceRegistryImpl,com.netflix.appinfo.LeaseInfo
12773,Netflix/eureka,ed0da19ca1c049c87e3dbf75b6015c1861d5c2d0,getClusterEndpoints,com.netflix.discovery.shared.resolver.aws.EurekaHttpResolver,com.netflix.discovery.shared.transport.EurekaHttpResponse
12774,jfeinstein10/SlidingMenu,4254feca3ece9397cd501921ee733f19ea0fdad8,dispatchDraw,com.jeremyfeinstein.slidingmenu.lib.CustomViewAbove,com.jeremyfeinstein.slidingmenu.lib.CustomViewBehind
12775,jfeinstein10/SlidingMenu,4254feca3ece9397cd501921ee733f19ea0fdad8,onCreate,com.jeremyfeinstein.slidingmenu.example.ViewPagerActivity,com.jeremyfeinstein.slidingmenu.lib.SlidingMenu
12776,jfeinstein10/SlidingMenu,4254feca3ece9397cd501921ee733f19ea0fdad8,setMode,com.jeremyfeinstein.slidingmenu.lib.SlidingMenu,com.jeremyfeinstein.slidingmenu.lib.CustomViewBehind
12777,jfeinstein10/SlidingMenu,4254feca3ece9397cd501921ee733f19ea0fdad8,onPostCreate,com.jeremyfeinstein.slidingmenu.lib.app.SlidingFragmentActivity,com.jeremyfeinstein.slidingmenu.lib.app.SlidingActivityHelper
12778,jfeinstein10/SlidingMenu,4254feca3ece9397cd501921ee733f19ea0fdad8,onSaveInstanceState,com.jeremyfeinstein.slidingmenu.lib.app.SlidingActivityHelper,com.jeremyfeinstein.slidingmenu.lib.SlidingMenu
12779,jfeinstein10/SlidingMenu,4254feca3ece9397cd501921ee733f19ea0fdad8,switchContent,com.jeremyfeinstein.slidingmenu.example.fragments.FragmentChangeActivity,com.jeremyfeinstein.slidingmenu.lib.SlidingMenu
12780,Yalantis/uCrop,63dda2e17138ed1b6b91a1dd83224452e7c51f6c,onScroll,com.yalantis.ucrop.view.GestureCropImageView.GestureListener,com.yalantis.ucrop.view.TransformImageView
12781,projectlombok/lombok,5e8337f45779d63ee10f32307e58b11eeff71cbe,want,lombok.core.AnnotationProcessor.JavacDescriptor,lombok.core.AnnotationProcessor
12782,google/guice,8405f90aa92054802c73fa54c4fb2eede188e2bc,notifyListeners,com.google.inject.internal.MembersInjectorImpl,com.google.inject.internal.InternalProvisionException
12783,codecentric/spring-boot-admin,b4286e8aa3cce47a1c032b7fd716deb2fa6ea4cd,instancesProxyController,de.codecentric.boot.admin.server.config.AdminServerWebConfiguration.ReactiveRestApiConfiguration,de.codecentric.boot.admin.server.web.client.InstanceWebClient.Builder
